Date/heure,moy_Temp[°C],max_Temp[°C],min_Temp[°C],moy_DewPoint[°C],min_DewPoint[°C],moy_SolarRadiation[W/m2],moy_VPD[kPa],min_VPD[kPa],moy_RelativeHumidity[%],max_RelativeHumidity[%],min_RelativeHumidity[%],Somme_Precipitation[mm],moy_WindSpeed[m/s],max_WindSpeed[m/s],max_WindSpeedMax[m/s],moy_WindDirection[deg],dernier_WindDirection[deg],ETP quotidien [mm]
05/08/2022 00:00,24.73,35.08,15.11,12.4,8.8,361,1.9,0.3,51.87,83.3,22.0,0.0,0.5,2.1,4.4,263.5,263.5,2.8
04/08/2022 00:00,25.26,35.79,16.4,14.6,8.0,288,1.73,0.0,59.06,99.54,19.84,0.0,0.6,1.7,5.3,263.5,263.5,5.0
03/08/2022 00:00,28.37,36.71,19.8,12.3,7.4,285,2.56,0.95,38.43,65.76,23.6,0.0,0.7,2.6,5.3,263.5,263.5,5.3
02/08/2022 00:00,32.17,43.43,19.68,0.9,-4.7,296,4.55,1.7,16.44,38.56,5.23,0.0,0.6,2.3,6.6,263.5,263.5,5.3
01/08/2022 00:00,32.3,41.9,21.26,8.7,1.5,290,3.97,1.39,26.68,47.56,9.52,0.0,0.6,2.7,6.7,263.5,263.5,5.5
31/07/2022 00:00,32.29,42.16,20.54,9.5,3.6,279,3.99,1.17,28.06,59.15,10.12,0.0,0.7,2.4,5.0,263.5,263.5,5.5
30/07/2022 00:00,29.11,39.26,19.28,16.5,13.7,288,2.41,0.24,52.26,89.44,23.97,0.0,0.6,1.8,4.4,263.5,263.5,5.4
29/07/2022 00:00,26.27,35.95,16.42,12.6,6.3,292,2.13,0.48,46.37,75.35,26.01,0.0,0.5,2.1,3.8,263.5,263.5,5.0
28/07/2022 00:00,24.32,33.99,14.25,13.6,10.6,300,1.65,0.06,56.91,96.16,26.65,0.0,0.6,2.2,6.6,263.5,263.5,5.1
27/07/2022 00:00,25.67,35.06,17.28,7.9,-2.5,312,2.35,0.84,35.96,66.26,11.89,0.0,0.7,2.7,5.6,263.5,263.5,5.5
26/07/2022 00:00,30.5,38.46,20.93,4.9,0.0,300,3.7,1.52,22.12,40.44,10.36,0.0,0.9,2.9,6.5,263.5,263.5,5.9
25/07/2022 00:00,33.79,41.55,23.83,7.2,4.5,284,4.44,1.9,20.57,35.32,11.0,0.0,0.8,3.1,6.5,263.5,263.5,5.9
24/07/2022 00:00,34.69,43.41,23.58,5.1,-1.8,299,4.92,1.88,18.3,37.49,6.61,0.0,0.9,3.1,5.6,263.5,263.5,6.3
23/07/2022 00:00,33.19,42.66,21.09,6.6,-0.9,308,4.46,1.5,21.99,39.73,6.98,0.0,0.7,2.7,5.3,263.5,263.5,5.8
22/07/2022 00:00,33.07,41.81,22.87,7.3,4.0,285,4.26,1.73,22.37,40.65,10.68,0.0,0.8,4.3,9.4,263.5,263.5,5.7
21/07/2022 00:00,30.45,40.66,19.4,9.7,5.2,214,3.39,1.08,31.02,52.04,12.32,0.0,0.5,3.0,6.6,263.5,263.5,4.4
20/07/2022 00:00,29.13,39.61,18.22,12.7,4.3,302,2.85,0.56,41.45,72.94,11.86,0.0,0.7,2.8,7.8,263.5,263.5,5.7
19/07/2022 00:00,26.3,35.54,17.44,16.9,13.6,296,1.66,0.15,60.45,92.49,34.46,0.0,0.5,1.8,4.4,263.5,263.5,5.2
18/07/2022 00:00,26.6,35.72,18.93,18.8,17.0,297,1.45,0.01,66.45,99.39,36.6,0.0,0.7,2.4,4.5,263.5,263.5,5.4
17/07/2022 00:00,28.74,40.22,19.2,16.5,8.8,299,2.3,0.21,53.79,90.74,15.72,0.0,0.9,2.6,5.4,263.5,263.5,6.0
16/07/2022 00:00,29.15,40.02,19.51,11.6,6.0,302,2.91,0.91,37.83,65.97,14.86,0.0,0.7,2.1,5.4,263.5,263.5,5.8
15/07/2022 00:00,29.87,40.42,18.6,9.4,4.9,292,3.29,1.19,30.81,59.88,11.95,0.0,0.8,2.6,6.5,263.5,263.5,5.8
14/07/2022 00:00,31.55,40.94,22.77,2.1,-4.5,315,4.16,1.54,17.85,44.39,5.65,0.0,1.1,3.7,8.0,263.5,263.5,6.7
13/07/2022 00:00,33.74,43.32,24.34,8.7,2.3,290,4.33,1.86,23.58,39.26,10.1,0.0,1.2,2.9,6.0,263.5,263.5,6.7
12/07/2022 00:00,31.6,42.58,21.14,9.2,4.5,238,3.72,1.29,27.64,48.36,11.46,0.0,0.9,2.4,5.5,263.5,263.5,5.5
11/07/2022 00:00,30.86,41.91,17.9,0.9,-6.1,318,4.22,1.29,18.43,37.37,5.48,0.0,0.5,2.2,5.0,263.5,263.5,5.5
10/07/2022 00:00,29.53,40.75,17.28,4.7,-1.6,328,3.63,1.11,24.65,46.77,7.48,0.0,0.6,2.5,5.3,263.5,263.5,5.8
09/07/2022 00:00,30.62,41.38,19.15,5.8,-10.7,335,3.77,1.18,27.16,50.53,3.6,0.0,0.5,2.2,4.7,263.5,263.5,5.7
08/07/2022 00:00,30.62,41.19,19.41,9.2,0.8,323,3.55,0.94,32.48,58.42,9.08,0.0,0.7,2.2,5.7,263.5,263.5,6.0
07/07/2022 00:00,27.81,38.31,16.96,13.1,7.0,303,2.52,0.38,46.88,80.37,15.18,0.0,0.7,2.2,4.3,263.5,263.5,5.6
06/07/2022 00:00,24.22,34.13,15.13,15.6,13.0,295,1.42,0.01,64.95,99.37,29.35,0.0,0.6,1.7,7.4,263.5,263.5,5.2
05/07/2022 00:00,22.46,30.38,16.25,16.6,15.4,260,0.92,0.01,73.34,99.45,42.59,0.0,0.5,1.6,4.2,263.5,263.5,4.4
04/07/2022 00:00,23.05,31.68,15.4,16.5,15.2,279,1.04,0.01,70.98,99.26,39.91,0.0,0.6,2.1,5.3,263.5,263.5,4.7
03/07/2022 00:00,22.48,31.15,15.17,15.9,14.9,286,1.0,0.01,70.94,99.35,38.56,0.0,0.5,1.8,4.8,263.5,263.5,4.8
02/07/2022 00:00,22.74,31.83,14.04,12.7,9.7,255,1.42,0.3,56.09,81.51,32.6,0.0,0.5,2.3,5.1,263.5,263.5,4.4
01/07/2022 00:00,22.3,32.28,12.46,12.5,10.8,323,1.41,0.01,59.77,99.2,28.42,0.0,0.6,2.3,21.0,263.5,263.5,5.3
30/06/2022 00:00,20.42,29.68,11.6,11.8,9.1,315,1.11,0.01,62.44,99.3,29.55,0.0,0.7,2.5,5.6,263.5,263.5,5.0
29/06/2022 00:00,21.3,29.73,13.2,12.0,7.9,315,1.22,0.01,61.03,99.32,29.99,0.0,0.8,2.6,6.5,263.5,263.5,5.1
28/06/2022 00:00,20.39,30.04,10.52,9.6,7.4,322,1.35,0.11,53.89,91.33,28.48,0.0,0.6,2.2,5.9,263.5,263.5,5.0
27/06/2022 00:00,18.97,27.19,14.43,10.8,6.6,285,0.95,0.19,63.38,88.21,28.46,0.0,0.8,2.2,5.3,263.5,263.5,4.6
26/06/2022 00:00,19.34,27.03,14.99,13.5,11.4,297,0.74,0.01,73.26,99.23,39.88,0.0,0.9,2.6,5.9,263.5,263.5,4.8
25/06/2022 00:00,19.41,27.81,11.42,12.5,10.1,322,0.87,0.0,69.35,99.38,35.15,0.0,0.8,2.5,6.1,263.5,263.5,4.9
24/06/2022 00:00,19.48,27.21,11.74,12.1,8.7,325,0.92,0.0,67.57,99.41,32.85,0.0,0.8,2.4,8.4,263.5,263.5,5.0
23/06/2022 00:00,19.59,27.82,11.36,11.4,9.4,319,1.03,0.04,63.32,96.83,32.8,0.0,0.8,2.6,7.8,263.5,263.5,5.0
22/06/2022 00:00,19.36,27.03,14.96,11.3,10.1,276,0.95,0.28,62.59,83.51,36.2,0.0,0.8,2.1,5.1,263.5,263.5,4.6
21/06/2022 00:00,19.61,26.79,14.09,12.3,11.0,276,0.9,0.15,64.78,90.49,39.58,0.0,0.8,2.2,22.1,263.5,263.5,4.5
20/06/2022 00:00,20.64,27.32,14.91,15.0,12.3,266,0.77,0.01,73.68,99.39,44.41,0.0,0.6,2.3,4.4,263.5,263.5,4.3
19/06/2022 00:00,22.56,30.41,15.84,14.0,10.9,297,1.22,0.01,62.79,99.3,35.69,0.0,0.5,1.9,4.4,263.5,263.5,4.9
18/06/2022 00:00,23.89,32.95,15.45,15.9,12.0,302,1.29,0.01,65.34,99.31,37.05,0.0,0.6,2.1,5.9,263.5,263.5,5.1
17/06/2022 00:00,25.19,36.38,15.27,15.7,13.7,311,1.66,0.01,61.17,99.32,29.02,0.0,0.6,2.2,4.9,263.5,263.5,5.6
16/06/2022 00:00,23.9,31.2,17.04,18.1,13.6,306,0.95,0.0,73.88,99.56,43.18,0.0,0.8,2.5,6.2,263.5,263.5,5.3
15/06/2022 00:00,29.95,39.82,20.48,11.2,2.6,215,2.99,0.01,38.58,99.22,10.5,0.0,1.1,3.4,6.5,263.5,263.5,5.4
14/06/2022 00:00,30.87,40.8,21.87,11.8,6.4,264,3.27,0.76,35.3,71.9,12.53,0.0,1.2,4.8,16.1,263.5,263.5,6.3
13/06/2022 00:00,32.89,42.16,23.48,8.9,2.8,238,3.99,1.51,26.36,57.37,9.73,0.2,1.0,3.5,8.4,263.5,263.5,5.8
12/06/2022 00:00,33.74,42.39,25.25,7.1,2.0,250,4.36,2.13,20.54,33.9,8.68,0.0,1.1,4.2,9.8,263.5,263.5,6.1
11/06/2022 00:00,30.18,42.2,19.78,7.8,1.2,219,3.49,1.06,29.02,56.28,10.36,0.0,1.0,5.1,11.9,263.5,263.5,5.5
10/06/2022 00:00,28.16,39.69,16.16,11.6,1.2,287,2.75,0.13,46.0,92.64,11.67,0.0,0.9,4.3,9.6,263.5,263.5,5.9
09/06/2022 00:00,24.34,34.29,12.51,12.8,9.6,327,1.81,0.12,54.21,91.98,26.28,0.0,0.7,2.1,5.3,263.5,263.5,5.6
08/06/2022 00:00,22.87,32.74,12.38,11.1,5.0,340,1.62,0.02,54.48,98.7,20.11,0.0,0.7,2.4,6.1,263.5,263.5,5.5
07/06/2022 00:00,23.57,31.99,14.51,11.7,8.9,310,1.67,0.31,51.24,81.01,28.69,0.0,0.7,2.1,6.6,263.5,263.5,5.2
06/06/2022 00:00,22.25,31.99,11.08,13.2,11.0,325,1.36,0.0,62.42,99.58,31.45,0.0,0.6,2.0,4.2,263.5,263.5,5.2
05/06/2022 00:00,20.52,29.48,12.53,12.6,10.7,328,1.07,0.01,65.73,99.3,32.26,0.0,0.6,2.3,4.6,263.5,263.5,5.1
04/06/2022 00:00,19.02,27.53,10.74,12.7,10.6,292,0.82,0.0,71.18,99.43,38.3,0.0,0.6,2.4,6.1,263.5,263.5,4.5
03/06/2022 00:00,19.3,26.66,11.58,13.0,11.4,265,0.8,0.01,70.28,99.28,42.39,0.0,0.6,2.1,4.7,263.5,263.5,4.1
02/06/2022 00:00,18.79,24.68,12.95,14.0,12.5,159,0.6,0.0,76.14,99.39,51.46,0.0,0.5,1.6,4.2,263.5,263.5,2.7
01/06/2022 00:00,21.38,30.9,11.27,10.7,8.8,330,1.4,0.06,55.36,95.03,27.07,0.0,0.7,2.8,5.3,263.5,263.5,5.2
31/05/2022 00:00,22.64,33.15,13.2,11.8,8.0,329,1.54,0.08,56.46,94.36,24.82,0.0,0.9,2.8,6.5,263.5,263.5,5.6
30/05/2022 00:00,20.31,27.89,15.04,13.2,11.2,313,0.93,0.02,68.27,98.63,37.54,0.0,0.7,2.2,4.7,263.5,263.5,4.9
29/05/2022 00:00,19.07,25.48,15.29,15.3,10.8,163,0.49,0.0,81.16,99.54,48.18,0.0,0.5,1.8,4.2,263.5,263.5,2.9
28/05/2022 00:00,25.85,33.82,16.45,10.3,6.7,300,2.19,0.69,40.45,69.77,20.2,0.2,0.8,2.6,6.5,263.5,263.5,5.4
27/05/2022 00:00,24.98,37.27,13.06,5.8,1.4,301,2.57,0.62,35.24,59.48,11.12,0.0,0.8,4.4,9.1,263.5,263.5,5.7
26/05/2022 00:00,21.96,32.86,11.37,5.9,2.3,302,1.94,0.12,43.02,90.63,15.59,0.0,0.9,2.9,6.6,263.5,263.5,5.3
25/05/2022 00:00,19.07,27.63,13.05,8.6,-2.9,324,1.13,0.01,60.97,99.2,13.91,0.0,0.6,1.8,3.9,263.5,263.5,4.9
24/05/2022 00:00,18.88,27.27,14.12,13.8,10.8,303,0.65,0.0,76.88,99.6,37.61,0.0,0.9,2.9,6.7,263.5,263.5,4.8
23/05/2022 00:00,20.38,30.97,9.93,12.6,6.4,322,1.11,0.0,69.3,99.56,24.09,0.0,0.8,2.0,5.3,263.5,263.5,5.2
22/05/2022 00:00,18.94,26.33,15.14,15.4,11.4,158,0.46,0.0,83.91,99.77,41.83,0.0,0.5,1.7,4.6,263.5,263.5,2.9
21/05/2022 00:00,25.1,33.67,18.06,14.0,2.9,228,1.65,0.13,53.49,93.57,20.28,0.0,0.8,2.2,6.2,263.5,263.5,4.6
20/05/2022 00:00,32.22,41.24,19.72,0.1,-5.1,249,4.41,1.49,15.57,42.74,5.96,0.0,1.4,4.0,8.7,263.5,263.5,6.6
19/05/2022 00:00,27.09,40.13,12.24,8.1,-4.7,316,2.93,0.01,44.04,99.21,6.43,0.0,0.7,2.4,5.2,263.5,263.5,5.8
18/05/2022 00:00,23.7,34.21,12.18,12.9,9.2,321,1.68,0.01,58.2,99.28,23.73,0.0,0.6,2.3,5.7,263.5,263.5,5.3
17/05/2022 00:00,21.84,31.72,11.29,11.6,9.5,322,1.46,0.05,58.63,96.3,29.25,0.0,0.6,1.9,5.1,263.5,263.5,5.1
16/05/2022 00:00,20.41,29.39,11.74,12.1,7.6,316,1.12,0.0,65.43,99.43,30.66,0.0,0.9,2.3,6.1,263.5,263.5,5.1
15/05/2022 00:00,19.19,26.9,12.57,14.2,12.3,315,0.65,0.0,76.67,99.51,42.88,0.0,0.8,2.2,4.9,263.5,263.5,4.8
14/05/2022 00:00,21.52,29.21,15.54,12.1,6.4,293,1.19,0.18,56.16,90.81,41.96,0.0,0.7,2.5,5.7,263.5,263.5,4.8
13/05/2022 00:00,25.17,35.39,13.53,7.7,2.6,297,2.35,0.49,37.45,68.26,14.22,0.0,0.9,2.5,5.5,263.5,263.5,5.4
12/05/2022 00:00,22.34,32.49,15.04,6.7,1.5,172,1.81,0.67,39.54,62.47,15.12,0.0,0.7,2.8,7.1,263.5,263.5,3.7
11/05/2022 00:00,23.62,33.44,12.79,5.4,1.9,303,2.21,0.6,33.74,59.24,15.97,0.0,1.0,2.7,7.8,263.5,263.5,5.5
10/05/2022 00:00,22.61,32.55,12.9,5.7,2.1,326,2.02,0.39,38.33,74.58,16.38,0.0,1.7,3.4,8.1,263.5,263.5,6.5
09/05/2022 00:00,21.97,32.84,9.09,5.2,-2.7,327,2.03,0.14,41.94,87.22,10.43,0.0,0.5,1.8,4.3,263.5,263.5,4.9
08/05/2022 00:00,20.1,30.41,8.67,7.4,2.2,344,1.52,0.0,54.41,99.3,17.18,0.0,0.6,1.7,4.2,263.5,263.5,5.0
07/05/2022 00:00,19.23,28.28,8.78,8.8,4.3,326,1.23,0.0,59.8,99.31,23.42,0.0,0.6,1.8,4.2,263.5,263.5,4.7
06/05/2022 00:00,18.14,27.56,9.22,9.6,4.5,325,1.01,0.0,65.25,99.28,25.05,0.0,0.7,1.8,3.9,263.5,263.5,4.8
05/05/2022 00:00,14.77,22.82,5.68,9.2,5.6,320,0.6,0.0,74.34,99.72,35.83,0.0,0.7,2.0,4.7,263.5,263.5,4.2
04/05/2022 00:00,11.91,17.6,8.53,10.8,8.4,138,0.09,0.0,94.23,99.72,64.12,1.4,0.5,1.6,5.1,263.5,263.5,2.0
03/05/2022 00:00,11.02,19.15,7.14,10.0,7.0,110,0.08,0.0,94.72,99.71,54.56,9.8,0.7,2.7,6.8,263.5,263.5,1.9
02/05/2022 00:00,14.18,22.16,6.79,9.3,5.8,308,0.49,0.0,75.95,99.24,40.47,0.0,1.0,3.3,7.5,263.5,263.5,4.1
01/05/2022 00:00,17.3,26.94,5.83,4.9,-0.5,319,1.27,0.0,53.82,99.21,17.02,0.0,0.8,2.6,6.0,263.5,263.5,4.6
30/04/2022 00:00,16.94,26.16,8.64,6.9,2.0,318,1.03,0.04,57.69,96.28,22.82,0.0,1.6,3.3,6.2,263.5,263.5,5.1
29/04/2022 00:00,13.7,21.71,5.2,7.2,4.5,309,0.63,0.0,70.29,99.42,34.24,0.0,2.0,4.6,9.5,263.5,263.5,4.4
28/04/2022 00:00,13.35,21.59,6.78,7.1,-1.2,308,0.54,0.0,74.61,99.54,23.58,0.0,0.8,4.3,8.2,263.5,263.5,4.0
27/04/2022 00:00,13.55,21.02,8.78,10.4,6.5,160,0.31,0.0,84.76,99.62,42.56,0.0,0.6,2.4,5.8,263.5,263.5,2.5
26/04/2022 00:00,13.36,19.11,9.61,11.5,9.5,139,0.18,0.0,89.96,99.6,64.58,0.0,0.5,2.3,4.3,263.5,263.5,2.1
25/04/2022 00:00,14.47,21.5,7.25,9.9,7.1,298,0.47,0.0,77.8,99.49,47.04,0.0,0.8,2.0,4.2,263.5,263.5,3.9
24/04/2022 00:00,12.57,18.89,5.39,8.9,5.3,209,0.33,0.0,81.4,99.45,48.31,0.0,0.8,2.0,5.0,263.5,263.5,2.8
23/04/2022 00:00,13.04,18.45,9.83,9.7,7.0,188,0.29,0.0,81.57,99.66,58.18,4.2,1.4,2.8,6.7,263.5,263.5,2.7
22/04/2022 00:00,13.02,22.99,3.75,5.3,0.5,300,0.7,0.0,65.73,99.27,27.49,0.0,1.2,3.2,7.3,263.5,263.5,4.2
21/04/2022 00:00,10.71,18.63,3.55,4.4,1.2,266,0.49,0.0,70.57,99.32,33.68,0.0,1.0,2.4,5.9,263.5,263.5,3.4
20/04/2022 00:00,10.52,14.62,6.12,5.4,1.7,141,0.36,0.0,72.37,99.23,45.29,0.6,1.5,3.9,7.1,263.5,263.5,2.1
19/04/2022 00:00,13.66,20.55,8.64,9.6,7.0,261,0.38,0.0,79.26,99.45,50.08,0.0,1.1,3.0,7.0,263.5,263.5,3.5
18/04/2022 00:00,17.81,26.04,9.23,10.0,7.1,290,0.91,0.0,64.97,99.22,30.38,0.0,0.8,2.4,5.3,263.5,263.5,4.2
17/04/2022 00:00,18.86,28.35,8.23,6.3,2.2,289,1.39,0.09,50.45,91.3,19.83,0.0,0.5,1.7,3.4,263.5,263.5,4.1
16/04/2022 00:00,17.43,25.64,9.76,3.2,-0.8,287,1.31,0.43,41.04,66.95,18.81,0.0,1.4,4.1,10.3,263.5,263.5,4.8
15/04/2022 00:00,15.46,22.89,7.22,8.4,4.9,283,0.73,0.0,68.05,99.47,37.88,0.0,1.1,3.4,7.0,263.5,263.5,3.9
14/04/2022 00:00,12.89,20.38,4.48,8.6,4.4,282,0.42,0.0,78.93,99.61,44.8,0.0,0.6,2.5,5.0,263.5,263.5,3.4
13/04/2022 00:00,12.4,17.74,8.48,10.0,7.3,188,0.22,0.0,87.16,99.58,54.91,1.8,1.0,2.4,5.6,263.5,263.5,2.5
12/04/2022 00:00,14.06,19.51,10.56,10.4,5.9,240,0.35,0.0,81.6,99.68,42.91,1.4,1.2,2.6,5.6,263.5,263.5,3.3
11/04/2022 00:00,14.68,20.71,10.26,10.9,5.9,162,0.36,0.0,80.15,99.7,46.89,1.0,0.8,2.9,5.6,263.5,263.5,2.5
10/04/2022 00:00,19.73,30.27,10.16,6.4,-2.8,281,1.51,0.0,51.42,99.35,12.38,0.0,0.9,2.4,6.1,263.5,263.5,4.6
09/04/2022 00:00,15.51,22.96,8.17,11.0,7.7,288,0.5,0.0,78.5,99.64,39.83,0.0,0.6,1.8,3.4,263.5,263.5,3.7
08/04/2022 00:00,13.28,21.86,6.13,10.1,6.0,286,0.34,0.0,84.3,99.75,44.67,0.0,0.7,2.0,4.7,263.5,263.5,3.5
07/04/2022 00:00,11.71,19.09,3.81,8.7,3.7,271,0.29,0.0,84.72,99.72,46.4,0.0,0.6,1.7,3.9,263.5,263.5,3.1
06/04/2022 00:00,10.42,15.03,6.74,9.7,6.6,130,0.05,0.0,95.89,99.51,73.1,1.4,1.1,2.6,7.8,263.5,263.5,1.7
05/04/2022 00:00,11.04,15.79,6.67,6.1,2.7,227,0.37,0.0,74.83,99.72,44.46,0.8,1.5,4.4,11.4,263.5,263.5,2.8
04/04/2022 00:00,9.93,13.23,8.11,9.2,6.2,62,0.04,0.0,95.92,99.74,71.89,17.8,1.1,3.5,6.2,263.5,263.5,1.1
03/04/2022 00:00,12.46,19.31,7.71,7.7,5.5,204,0.41,0.0,75.98,99.27,47.9,0.0,1.4,3.1,6.1,263.5,263.5,2.9
02/04/2022 00:00,12.08,19.86,5.17,7.8,3.4,238,0.39,0.0,79.74,99.55,35.69,0.0,0.9,2.8,5.9,263.5,263.5,3.1
01/04/2022 00:00,12.27,17.78,8.55,8.8,5.8,243,0.3,0.0,82.45,99.41,49.05,0.2,0.9,2.0,4.4,263.5,263.5,3.0
31/03/2022 00:00,11.74,17.63,7.61,9.3,6.7,214,0.21,0.0,87.61,99.6,51.57,0.8,1.3,3.5,9.1,263.5,263.5,2.7
30/03/2022 00:00,11.15,14.77,8.84,10.2,8.5,111,0.07,0.0,94.95,99.72,70.14,5.4,1.3,3.3,7.9,263.5,263.5,1.6
29/03/2022 00:00,12.74,21.94,8.16,10.6,8.0,116,0.2,0.0,89.96,99.75,44.8,6.2,0.7,4.8,9.3,263.5,263.5,2.0
28/03/2022 00:00,15.97,26.52,9.76,11.9,8.4,210,0.48,0.0,80.53,99.41,33.45,0.2,1.4,3.9,7.3,263.5,263.5,3.3
27/03/2022 00:00,14.44,21.76,7.27,10.6,7.2,226,0.42,0.0,81.05,99.54,50.12,0.0,1.0,2.6,5.5,263.5,263.5,3.0
26/03/2022 00:00,12.02,19.08,6.73,9.2,6.6,235,0.27,0.0,85.51,99.77,52.95,0.0,0.5,1.9,7.0,263.5,263.5,2.7
25/03/2022 00:00,9.53,16.33,4.33,7.1,4.2,161,0.19,0.0,86.87,99.57,56.32,3.8,0.5,2.7,5.7,263.5,263.5,1.9
24/03/2022 00:00,8.03,11.63,5.4,6.1,2.6,93,0.13,0.0,89.68,99.61,55.48,7.0,0.7,1.4,3.4,263.5,263.5,1.4
23/03/2022 00:00,11.11,15.88,6.74,10.9,6.6,73,0.01,0.0,99.07,99.78,86.53,12.4,0.9,2.4,6.1,263.5,263.5,1.1
22/03/2022 00:00,12.67,19.7,6.29,9.2,6.2,203,0.34,0.0,82.73,99.5,45.99,0.0,0.7,2.5,4.3,263.5,263.5,2.6
21/03/2022 00:00,13.64,19.81,8.9,9.7,4.8,181,0.36,0.0,80.35,99.31,43.06,0.0,0.7,2.3,5.0,263.5,263.5,2.5
20/03/2022 00:00,13.23,19.5,8.57,10.4,8.4,203,0.27,0.0,84.96,99.36,57.55,0.0,1.1,2.6,6.9,263.5,263.5,2.6
19/03/2022 00:00,12.59,20.25,5.85,8.7,5.7,238,0.38,0.0,80.8,99.44,45.92,0.0,1.3,2.7,5.7,263.5,263.5,3.0
18/03/2022 00:00,10.68,16.91,4.94,8.6,4.8,170,0.18,0.0,89.02,99.74,59.57,0.2,1.2,3.2,6.8,263.5,263.5,2.1
17/03/2022 00:00,9.61,13.55,6.85,9.3,6.8,68,0.02,0.0,98.28,99.73,87.1,3.6,0.3,1.9,4.0,263.5,263.5,1.0
16/03/2022 00:00,8.14,14.62,4.09,7.4,4.0,84,0.05,0.0,96.32,99.69,61.65,10.4,0.4,1.8,3.3,263.5,263.5,1.2
15/03/2022 00:00,8.48,14.74,5.7,6.7,5.1,129,0.13,0.0,90.6,99.65,58.93,0.8,0.7,2.0,4.2,263.5,263.5,1.6
14/03/2022 00:00,10.31,14.87,6.03,8.7,5.9,63,0.13,0.0,90.78,99.68,64.94,11.4,1.0,4.8,8.5,263.5,263.5,1.2
13/03/2022 00:00,13.63,18.66,9.88,9.5,6.1,202,0.38,0.0,79.1,99.43,45.72,0.0,0.4,1.8,4.1,263.5,263.5,2.4
12/03/2022 00:00,12.68,17.73,10.07,11.3,10.0,137,0.12,0.0,92.66,99.61,65.38,0.0,0.6,1.8,4.8,263.5,263.5,1.8
11/03/2022 00:00,12.11,19.91,5.35,7.5,-0.6,164,0.41,0.0,78.89,99.55,27.87,0.0,0.6,2.6,5.0,263.5,263.5,2.2
10/03/2022 00:00,11.46,18.68,4.61,8.0,4.5,224,0.32,0.0,82.59,99.54,45.87,0.0,0.4,1.8,4.7,263.5,263.5,2.4
09/03/2022 00:00,11.77,20.49,3.58,6.9,3.4,212,0.45,0.0,76.82,99.43,39.64,0.0,0.4,1.6,10.5,263.5,263.5,2.3
08/03/2022 00:00,10.9,17.01,5.58,7.1,4.7,208,0.31,0.0,80.81,99.41,45.99,0.0,0.4,1.7,4.8,263.5,263.5,2.2
07/03/2022 00:00,9.39,14.7,3.56,6.2,2.7,163,0.24,0.0,83.43,99.68,48.83,2.8,0.5,1.8,4.7,263.5,263.5,1.8
06/03/2022 00:00,8.6,12.18,6.38,7.9,6.1,89,0.04,0.0,96.33,99.58,73.49,10.2,0.9,3.2,6.7,263.5,263.5,1.2
05/03/2022 00:00,7.63,14.84,0.18,3.6,0.0,171,0.28,0.0,80.37,99.42,41.61,0.0,0.8,2.5,5.8,263.5,263.5,1.9
04/03/2022 00:00,9.4,13.57,4.94,5.7,1.0,159,0.25,0.0,81.06,99.56,44.78,2.2,1.6,3.4,7.3,263.5,263.5,2.0
03/03/2022 00:00,11.29,18.42,4.41,7.2,4.2,209,0.35,0.0,80.54,99.62,40.21,0.2,1.1,3.2,7.9,263.5,263.5,2.5
02/03/2022 00:00,11.52,20.16,2.64,4.2,-0.8,215,0.62,0.0,68.12,99.33,27.22,0.0,0.8,2.3,5.1,263.5,263.5,2.5
01/03/2022 00:00,11.56,20.36,2.51,5.0,1.8,217,0.55,0.0,70.72,99.4,30.66,0.0,1.4,2.7,6.2,263.5,263.5,2.8
28/02/2022 00:00,12.74,19.32,7.81,9.5,6.4,204,0.3,0.0,84.0,99.75,48.91,0.0,1.4,3.7,9.5,263.5,263.5,2.5
27/02/2022 00:00,14.42,19.18,11.21,13.3,11.1,150,0.11,0.0,94.07,99.76,73.29,0.4,0.8,2.4,5.4,263.5,263.5,1.9
26/02/2022 00:00,15.62,22.34,10.56,13.0,10.4,155,0.29,0.0,86.83,99.6,51.09,7.4,0.9,5.9,11.3,263.5,263.5,2.2
25/02/2022 00:00,16.46,25.05,10.27,9.8,5.4,109,0.71,0.0,70.74,99.57,29.26,4.2,1.3,3.4,8.8,263.5,263.5,2.4
24/02/2022 00:00,13.99,17.75,8.35,8.2,3.2,87,0.49,0.0,70.59,99.48,42.29,1.2,0.9,2.6,5.4,263.5,263.5,1.6
23/02/2022 00:00,18.93,28.73,11.12,2.1,-1.5,168,1.57,0.65,34.88,54.27,16.26,0.0,0.7,2.8,6.0,263.5,263.5,2.7
22/02/2022 00:00,15.85,26.22,6.77,0.7,-7.9,175,1.28,0.33,40.61,69.04,10.61,0.0,0.6,1.6,3.1,263.5,263.5,2.4
21/02/2022 00:00,15.11,25.05,5.98,4.0,-0.4,193,1.0,0.05,55.31,95.01,20.67,0.0,0.9,2.2,4.7,263.5,263.5,2.7
20/02/2022 00:00,12.81,21.07,5.4,6.6,4.1,183,0.57,0.0,72.32,99.5,34.75,0.0,1.7,3.9,7.9,263.5,263.5,2.7
19/02/2022 00:00,11.12,17.06,6.34,8.9,5.4,134,0.18,0.0,88.57,99.43,48.45,0.0,0.9,2.9,5.6,263.5,263.5,1.7
18/02/2022 00:00,10.46,18.33,1.85,4.4,-1.4,180,0.48,0.0,69.86,99.34,30.82,0.0,0.7,2.4,5.0,263.5,263.5,2.0
