Date/heure,moy_Temp[°C],max_Temp[°C],min_Temp[°C],moy_DewPoint[°C],min_DewPoint[°C],moy_SolarRadiation[W/m2],moy_VPD[kPa],min_VPD[kPa],moy_RelativeHumidity[%],max_RelativeHumidity[%],min_RelativeHumidity[%],Somme_Precipitation[mm],moy_WindSpeed[m/s],max_WindSpeed[m/s],max_WindSpeedMax[m/s],moy_WindDirection[deg],dernier_WindDirection[deg],ETP quotidien [mm]
22/02/2020 00:00,14.03,23.29,7.23,7.8,1.9,184,0.62,0.0,72.54,99.38,29.9,0.0,1.7,3.0,7.4,263.5,263.5,3.0
21/02/2020 00:00,14.07,22.9,5.81,9.3,4.1,180,0.48,0.0,77.85,99.47,30.38,0.0,1.4,3.3,6.2,263.5,263.5,2.8
20/02/2020 00:00,13.95,24.43,7.65,8.6,2.9,128,0.54,0.0,77.63,99.48,25.47,3.6,0.8,3.8,8.5,263.5,263.5,2.2
19/02/2020 00:00,13.96,20.64,8.56,10.3,7.4,167,0.35,0.0,82.03,99.59,46.57,0.0,1.5,3.4,6.6,263.5,263.5,2.4
18/02/2020 00:00,10.37,18.15,3.29,9.3,3.2,159,0.1,0.0,94.39,99.7,70.11,0.0,0.6,2.1,5.8,263.5,263.5,1.6
17/02/2020 00:00,11.92,22.78,4.53,5.7,0.6,174,0.52,0.0,69.51,99.47,24.28,0.0,0.6,2.3,4.3,263.5,263.5,2.1
16/02/2020 00:00,13.69,24.78,4.82,3.7,0.0,171,0.89,0.0,57.22,99.24,21.44,0.0,0.5,1.8,3.9,263.5,263.5,2.1
15/02/2020 00:00,13.0,22.21,5.67,7.2,2.5,163,0.57,0.0,73.33,99.24,28.01,0.0,0.4,1.8,3.9,263.5,263.5,1.9
14/02/2020 00:00,12.15,22.17,3.54,6.2,3.4,162,0.57,0.0,73.4,99.4,33.28,0.0,0.3,1.5,3.2,263.5,263.5,1.7
13/02/2020 00:00,12.24,19.34,6.65,9.5,6.5,155,0.26,0.0,86.57,99.47,49.24,0.0,0.5,2.0,4.0,263.5,263.5,1.7
12/02/2020 00:00,13.05,21.33,6.26,8.0,3.0,163,0.49,0.0,76.36,99.45,30.38,0.0,0.8,2.1,5.2,263.5,263.5,2.0
11/02/2020 00:00,13.68,23.29,4.54,6.1,2.0,164,0.72,0.0,66.8,99.34,27.82,0.0,0.9,2.5,6.8,263.5,263.5,2.2
10/02/2020 00:00,11.24,20.95,2.91,6.5,2.8,159,0.46,0.0,77.84,99.38,39.93,0.0,0.3,1.3,3.0,263.5,263.5,1.6
09/02/2020 00:00,10.67,20.02,2.57,6.9,2.4,157,0.34,0.0,82.82,99.48,33.35,0.0,0.6,2.3,4.2,263.5,263.5,1.7
08/02/2020 00:00,11.97,18.23,6.25,9.8,6.1,148,0.2,0.0,88.74,99.53,51.73,0.0,0.5,2.4,4.5,263.5,263.5,1.5
07/02/2020 00:00,11.88,17.66,4.9,9.7,4.8,127,0.19,0.0,88.26,99.39,57.14,0.0,0.5,1.9,4.6,263.5,263.5,1.4
06/02/2020 00:00,14.05,24.56,4.8,6.3,2.9,150,0.77,0.0,65.73,99.26,27.09,0.0,0.3,1.4,3.2,263.5,263.5,1.6
05/02/2020 00:00,14.95,25.08,6.6,8.2,5.2,154,0.73,0.0,69.68,99.36,29.26,0.0,0.5,1.9,3.6,263.5,263.5,1.9
04/02/2020 00:00,13.94,23.94,5.44,8.1,4.9,156,0.62,0.0,74.32,99.35,30.45,0.0,0.4,1.1,2.5,263.5,263.5,1.7
03/02/2020 00:00,15.24,24.1,7.7,5.6,1.5,153,0.91,0.0,57.52,99.2,24.46,0.0,0.6,2.0,3.8,263.5,263.5,1.9
02/02/2020 00:00,13.12,23.37,4.28,6.4,2.6,155,0.63,0.0,67.4,99.21,38.3,0.0,0.6,2.8,4.9,263.5,263.5,1.8
01/02/2020 00:00,12.77,21.72,6.13,6.6,1.9,147,0.57,0.04,70.73,96.68,29.24,0.0,0.5,1.6,3.4,263.5,263.5,1.6
31/01/2020 00:00,12.32,21.3,5.01,4.3,-1.5,151,0.67,0.01,64.27,98.08,22.47,0.0,0.6,1.4,3.3,263.5,263.5,1.7
30/01/2020 00:00,12.38,20.94,6.2,3.8,-0.1,148,0.7,0.01,61.05,98.77,26.64,0.0,0.6,1.6,3.2,263.5,263.5,1.7
29/01/2020 00:00,11.87,20.83,4.94,4.6,-0.3,143,0.61,0.0,66.77,99.33,24.88,0.0,0.6,2.0,3.2,263.5,263.5,1.6
28/01/2020 00:00,9.49,20.35,2.32,4.0,0.2,145,0.45,0.0,76.18,99.49,28.82,0.2,0.4,1.8,3.0,263.5,263.5,1.4
27/01/2020 00:00,7.69,16.2,0.5,5.3,0.4,138,0.2,0.0,87.69,99.53,47.14,0.2,0.3,1.4,2.9,263.5,263.5,1.2
26/01/2020 00:00,8.79,16.31,2.68,7.5,2.6,120,0.1,0.0,93.16,99.48,58.37,0.0,0.5,1.7,3.5,263.5,263.5,1.1
25/01/2020 00:00,9.31,14.27,5.78,7.5,5.6,77,0.13,0.0,90.11,99.48,60.56,8.0,1.0,3.2,8.6,263.5,263.5,1.1
24/01/2020 00:00,10.25,16.58,5.29,7.2,3.5,122,0.24,0.0,84.93,99.4,43.69,0.0,0.6,2.1,4.8,263.5,263.5,1.3
23/01/2020 00:00,8.32,14.34,2.7,6.1,2.6,77,0.16,0.0,88.3,99.49,60.29,1.8,0.4,2.7,5.6,263.5,263.5,0.9
22/01/2020 00:00,8.26,13.5,3.44,5.9,3.3,90,0.16,0.0,87.28,99.43,52.61,0.0,0.8,2.6,6.0,263.5,263.5,1.0
21/01/2020 00:00,6.76,12.86,1.02,5.1,0.9,110,0.11,0.0,90.87,99.43,62.77,0.0,0.5,1.8,4.1,263.5,263.5,0.9
20/01/2020 00:00,6.91,10.4,5.03,6.5,4.9,58,0.02,0.0,97.81,99.57,81.28,1.0,0.4,1.5,2.9,263.5,263.5,0.7
19/01/2020 00:00,9.33,11.8,6.87,7.0,2.7,42,0.15,0.0,87.66,99.56,58.27,16.0,1.2,3.4,6.6,263.5,263.5,1.0
18/01/2020 00:00,10.72,20.5,1.34,-0.2,-4.1,128,0.77,0.13,50.75,79.97,19.77,0.0,0.5,1.9,3.5,263.5,263.5,1.4
17/01/2020 00:00,9.22,19.08,2.37,-2.1,-6.6,128,0.72,0.22,48.47,71.01,17.55,0.0,0.5,1.7,3.9,263.5,263.5,1.4
16/01/2020 00:00,8.69,17.26,0.18,-1.5,-3.2,124,0.65,0.13,51.45,77.81,27.95,0.0,0.7,2.2,4.8,263.5,263.5,1.4
15/01/2020 00:00,8.72,17.82,1.4,-0.2,-2.5,125,0.59,0.05,58.06,92.49,25.85,0.0,0.5,1.5,3.6,263.5,263.5,1.3
14/01/2020 00:00,8.92,17.47,1.51,1.2,-2.1,116,0.52,0.0,62.35,99.21,28.56,0.0,0.7,2.0,4.4,263.5,263.5,1.3
13/01/2020 00:00,8.73,17.99,0.78,2.1,-1.2,128,0.47,0.0,69.53,99.25,28.75,0.0,0.8,1.9,4.9,263.5,263.5,1.4
12/01/2020 00:00,7.75,16.09,2.37,4.2,2.1,127,0.26,0.0,81.8,99.26,43.08,0.0,0.9,2.5,5.8,263.5,263.5,1.3
11/01/2020 00:00,9.69,14.85,6.26,6.8,3.5,120,0.21,0.0,84.92,99.53,47.84,0.0,1.4,3.8,9.9,263.5,263.5,1.4
10/01/2020 00:00,9.25,15.36,4.58,8.0,4.4,101,0.1,0.0,93.13,99.48,57.23,0.0,0.8,2.2,5.1,263.5,263.5,1.0
09/01/2020 00:00,7.88,16.0,-0.29,3.2,-0.3,117,0.34,0.0,77.34,99.34,39.12,0.0,0.6,2.1,3.6,263.5,263.5,1.1
08/01/2020 00:00,7.34,17.44,-0.93,0.5,-5.3,124,0.47,0.0,69.72,99.31,21.04,0.0,0.5,1.7,3.8,263.5,263.5,1.1
07/01/2020 00:00,7.29,15.95,0.7,2.8,0.4,123,0.31,0.0,78.52,99.38,39.58,0.0,0.7,2.2,4.8,263.5,263.5,1.2
06/01/2020 00:00,7.03,15.08,1.07,5.7,1.0,98,0.1,0.0,93.0,99.69,62.67,0.2,0.2,1.3,2.6,263.5,263.5,0.8
05/01/2020 00:00,7.26,15.82,0.69,5.9,0.6,108,0.11,0.0,92.83,99.66,64.82,0.2,0.2,1.3,2.8,263.5,263.5,0.9
04/01/2020 00:00,7.6,14.9,1.4,6.7,1.3,109,0.07,0.0,94.98,99.66,71.07,0.2,0.3,1.4,3.3,263.5,263.5,0.8
03/01/2020 00:00,8.13,17.63,1.44,5.3,1.3,113,0.24,0.0,86.03,99.47,44.79,0.0,0.3,1.5,3.2,263.5,263.5,1.0
02/01/2020 00:00,8.77,16.94,2.82,4.7,2.7,115,0.32,0.0,79.65,99.33,42.95,0.0,0.4,1.6,3.5,263.5,263.5,1.0
01/01/2020 00:00,10.65,18.55,4.17,4.1,2.0,116,0.51,0.03,67.3,95.85,33.74,0.0,0.5,1.6,3.4,263.5,263.5,1.1
31/12/2019 00:00,9.1,19.32,2.16,3.1,0.4,118,0.46,0.0,70.26,99.21,35.33,0.0,0.4,1.7,4.1,263.5,263.5,1.1
30/12/2019 00:00,8.81,17.32,2.44,4.1,1.8,120,0.35,0.0,75.17,99.24,48.41,0.0,0.7,2.6,6.2,263.5,263.5,1.1
29/12/2019 00:00,10.89,21.57,3.8,4.0,-1.2,120,0.55,0.0,65.53,99.22,35.88,0.0,0.4,1.6,3.4,263.5,263.5,1.1
28/12/2019 00:00,11.92,22.16,4.58,4.5,2.5,120,0.64,0.02,65.63,97.53,29.08,0.0,0.4,1.4,2.9,263.5,263.5,1.1
27/12/2019 00:00,11.68,21.71,4.3,5.2,2.0,118,0.56,0.0,69.88,99.25,30.52,0.0,0.3,1.4,2.8,263.5,263.5,1.1
26/12/2019 00:00,11.73,20.95,4.47,5.2,2.3,101,0.55,0.0,68.4,99.02,33.8,0.0,0.4,2.5,6.3,263.5,263.5,1.1
25/12/2019 00:00,14.15,25.12,6.8,7.9,4.8,112,0.62,0.0,70.0,99.31,30.45,0.0,0.6,1.6,3.5,263.5,263.5,1.3
24/12/2019 00:00,13.84,26.89,6.2,7.6,4.3,105,0.64,0.0,71.28,99.21,24.37,0.0,0.4,2.0,3.7,263.5,263.5,1.3
23/12/2019 00:00,13.68,22.87,5.94,7.9,3.6,115,0.55,0.0,73.46,99.44,33.73,0.0,0.6,2.1,5.4,263.5,263.5,1.3
22/12/2019 00:00,14.08,18.98,8.67,12.5,8.5,97,0.16,0.0,90.9,99.44,74.41,0.0,0.6,1.7,3.7,263.5,263.5,1.0
21/12/2019 00:00,14.47,17.95,9.05,10.8,8.8,73,0.35,0.0,79.42,99.26,64.2,0.0,1.0,2.8,6.1,263.5,263.5,1.0
20/12/2019 00:00,14.32,17.37,11.25,9.4,5.8,50,0.44,0.12,72.88,92.03,63.41,0.0,1.3,2.9,6.9,263.5,263.5,1.2
19/12/2019 00:00,11.7,20.03,5.48,7.8,5.3,105,0.35,0.0,79.33,99.31,47.55,0.0,0.6,2.8,5.4,263.5,263.5,1.1
18/12/2019 00:00,9.21,17.22,4.39,5.8,4.2,116,0.26,0.0,82.97,99.38,45.55,0.0,0.7,1.8,3.8,263.5,263.5,1.1
17/12/2019 00:00,6.45,9.59,3.33,5.6,3.2,29,0.05,0.0,94.76,99.44,80.7,20.0,1.5,4.0,11.2,263.5,263.5,0.6
16/12/2019 00:00,12.6,23.24,7.26,5.8,-6.3,96,0.56,0.0,70.23,99.32,13.76,2.8,1.4,4.2,8.2,263.5,263.5,2.2
15/12/2019 00:00,13.37,21.09,7.97,10.5,7.8,110,0.29,0.0,85.33,99.54,50.58,0.2,0.8,1.9,4.1,263.5,263.5,1.2
14/12/2019 00:00,10.19,17.08,4.88,9.3,4.8,109,0.07,0.0,95.46,99.58,76.39,0.0,0.3,1.3,2.9,263.5,263.5,0.9
13/12/2019 00:00,10.5,17.56,3.92,7.9,3.8,96,0.22,0.0,86.22,99.43,56.52,0.2,0.5,1.8,3.2,263.5,263.5,1.0
12/12/2019 00:00,7.51,13.34,1.56,6.6,1.4,57,0.06,0.0,95.29,99.5,65.69,0.2,0.7,1.8,4.6,263.5,263.5,0.7
11/12/2019 00:00,9.43,17.13,3.8,8.0,3.6,116,0.12,0.0,92.48,99.61,46.5,0.4,0.6,2.2,4.5,263.5,263.5,1.0
10/12/2019 00:00,9.95,16.26,3.81,8.9,3.7,106,0.09,0.0,94.09,99.48,72.7,0.0,0.2,1.2,3.1,263.5,263.5,0.9
09/12/2019 00:00,9.73,16.4,2.97,7.1,2.8,114,0.22,0.0,86.72,99.46,49.82,0.2,0.4,1.3,2.6,263.5,263.5,0.9
08/12/2019 00:00,10.0,16.94,4.86,8.4,4.7,110,0.14,0.0,91.65,99.48,60.04,0.2,0.4,1.8,4.4,263.5,263.5,1.0
07/12/2019 00:00,9.91,16.67,4.81,8.7,4.7,103,0.1,0.0,93.6,99.45,70.04,0.2,0.4,2.3,6.5,263.5,263.5,0.9
06/12/2019 00:00,10.91,19.0,5.2,7.0,2.4,119,0.34,0.0,81.72,99.37,36.14,0.0,0.3,1.5,3.7,263.5,263.5,1.0
05/12/2019 00:00,10.2,15.32,6.24,8.5,6.1,103,0.13,0.0,90.72,99.33,65.81,0.2,0.6,2.6,5.4,263.5,263.5,1.0
04/12/2019 00:00,10.55,14.32,8.01,8.9,7.4,76,0.13,0.0,90.9,99.39,64.87,5.2,1.0,3.2,7.0,263.5,263.5,0.9
03/12/2019 00:00,8.9,10.79,7.11,8.5,7.0,33,0.02,0.0,97.75,99.38,85.68,9.6,0.7,2.2,5.8,263.5,263.5,0.6
02/12/2019 00:00,9.6,13.02,7.03,8.8,6.9,57,0.05,0.0,95.48,99.38,73.21,6.6,0.6,2.4,5.6,263.5,263.5,0.7
01/12/2019 00:00,11.63,17.32,8.42,10.6,8.2,64,0.08,0.0,94.97,99.48,58.17,8.0,0.8,3.3,7.4,263.5,263.5,1.0
30/11/2019 00:00,14.26,22.04,7.89,6.9,2.8,123,0.67,0.0,65.98,99.33,29.22,0.0,0.6,1.9,4.0,263.5,263.5,1.4
29/11/2019 00:00,12.43,22.45,5.06,7.8,4.8,124,0.47,0.0,79.45,99.39,33.07,0.2,0.2,1.2,2.6,263.5,263.5,1.1
28/11/2019 00:00,12.01,20.59,5.83,9.1,5.7,124,0.3,0.0,85.38,99.38,50.35,0.2,0.3,1.3,2.5,263.5,263.5,1.1
27/11/2019 00:00,11.2,19.44,4.27,8.5,4.1,107,0.26,0.0,86.36,99.39,50.66,0.2,0.4,1.8,4.0,263.5,263.5,1.1
26/11/2019 00:00,11.94,20.76,4.82,9.0,4.7,112,0.3,0.0,85.56,99.36,53.4,0.2,0.3,1.6,3.4,263.5,263.5,1.1
25/11/2019 00:00,10.78,19.36,3.97,7.7,3.8,122,0.29,0.0,84.74,99.35,43.18,0.2,0.2,1.4,2.8,263.5,263.5,1.0
24/11/2019 00:00,11.22,17.23,6.24,9.3,6.1,117,0.16,0.0,89.89,99.34,61.31,0.0,0.3,1.5,3.3,263.5,263.5,1.0
23/11/2019 00:00,13.15,16.14,9.78,12.1,9.6,43,0.09,0.0,94.07,99.32,77.07,13.6,1.6,3.8,10.0,263.5,263.5,0.9
22/11/2019 00:00,14.5,17.71,9.04,10.7,8.2,53,0.37,0.0,78.86,99.23,65.84,0.0,1.4,4.3,10.8,263.5,263.5,1.1
21/11/2019 00:00,12.53,16.47,9.88,11.0,9.7,62,0.13,0.0,91.6,99.3,69.96,1.6,0.4,1.8,4.3,263.5,263.5,0.9
20/11/2019 00:00,10.39,16.64,4.83,7.3,4.7,90,0.24,0.0,83.98,99.31,47.29,0.6,0.4,2.3,5.2,263.5,263.5,1.1
19/11/2019 00:00,7.96,14.39,2.3,5.6,2.2,117,0.17,0.0,87.92,99.36,50.22,0.2,0.2,1.4,2.9,263.5,263.5,0.9
18/11/2019 00:00,8.71,12.53,3.43,5.0,-0.9,30,0.22,0.0,80.33,99.32,44.82,7.6,0.6,3.0,7.1,263.5,263.5,0.9
17/11/2019 00:00,7.05,15.16,0.17,1.2,-3.6,139,0.38,0.0,72.42,99.25,28.72,0.2,0.5,1.5,2.7,263.5,263.5,1.2
16/11/2019 00:00,6.45,12.07,2.32,4.7,1.2,104,0.11,0.0,90.65,99.28,52.1,9.6,0.8,3.0,6.1,263.5,263.5,1.1
15/11/2019 00:00,8.01,10.63,5.57,7.4,5.1,44,0.03,0.0,96.9,99.3,75.42,11.2,1.1,3.2,7.5,263.5,263.5,0.7
14/11/2019 00:00,10.82,17.41,4.91,7.9,4.8,90,0.25,0.0,84.56,99.28,55.68,6.4,1.1,3.1,7.9,263.5,263.5,1.3
13/11/2019 00:00,12.02,18.73,6.78,8.7,6.3,144,0.29,0.0,83.6,99.3,49.06,0.0,0.3,1.6,3.2,263.5,263.5,1.3
12/11/2019 00:00,13.72,18.21,11.84,11.4,7.6,119,0.21,0.0,88.35,99.33,52.37,1.2,1.0,2.4,7.1,263.5,263.5,1.5
11/11/2019 00:00,11.45,12.81,9.85,11.0,7.8,20,0.03,0.0,97.51,99.31,80.8,6.0,0.9,2.0,5.4,263.5,263.5,0.7
10/11/2019 00:00,9.36,15.21,3.77,6.8,3.0,71,0.19,0.0,85.47,99.24,63.13,0.2,1.0,2.7,6.7,263.5,263.5,1.0
09/11/2019 00:00,9.45,17.59,2.45,3.9,-0.5,147,0.41,0.0,74.24,99.28,30.73,0.0,0.4,1.5,3.3,263.5,263.5,1.4
08/11/2019 00:00,10.68,15.17,4.95,8.5,4.8,74,0.17,0.0,88.37,99.29,58.26,0.8,0.5,2.0,3.9,263.5,263.5,1.0
07/11/2019 00:00,12.18,19.3,5.19,8.4,5.0,145,0.35,0.0,80.98,99.27,49.25,0.0,0.5,2.0,4.1,263.5,263.5,1.5
06/11/2019 00:00,11.17,18.48,5.69,8.2,5.5,138,0.27,0.0,83.99,99.29,49.8,0.0,0.6,2.0,3.9,263.5,263.5,1.5
05/11/2019 00:00,12.83,16.97,7.84,11.2,7.7,43,0.14,0.0,91.03,99.28,70.95,3.6,0.7,2.6,6.3,263.5,263.5,0.9
04/11/2019 00:00,16.26,20.87,13.68,14.2,11.9,100,0.23,0.01,88.88,99.33,61.43,0.0,0.5,1.9,4.4,263.5,263.5,1.4
03/11/2019 00:00,17.12,22.61,15.03,14.7,12.9,91,0.27,0.01,87.21,99.29,57.17,5.6,1.1,3.2,7.0,263.5,263.5,1.6
02/11/2019 00:00,17.86,26.06,11.26,13.2,9.6,122,0.58,0.0,78.62,99.31,36.95,0.0,0.8,2.8,5.8,263.5,263.5,2.0
01/11/2019 00:00,18.98,24.7,14.29,15.6,13.4,116,0.43,0.01,83.11,99.26,51.17,0.0,0.5,2.1,4.6,263.5,263.5,1.7
31/10/2019 00:00,16.68,23.1,9.83,12.7,9.7,147,0.47,0.0,80.64,99.26,47.08,0.0,0.6,2.4,4.4,263.5,263.5,1.8
30/10/2019 00:00,17.79,24.7,11.48,12.5,9.2,153,0.63,0.0,76.16,99.29,39.36,0.0,0.5,2.0,5.0,263.5,263.5,1.9
29/10/2019 00:00,17.9,24.94,12.07,14.1,11.9,153,0.5,0.01,81.23,99.27,54.57,0.0,0.5,2.0,4.8,263.5,263.5,2.0
28/10/2019 00:00,17.72,24.32,11.91,12.3,8.8,114,0.62,0.01,72.6,98.97,51.69,0.0,0.3,1.9,4.3,263.5,263.5,1.6
27/10/2019 00:00,19.19,28.49,11.61,6.7,3.2,167,1.35,0.34,47.97,75.19,21.28,0.0,0.6,2.2,3.8,263.5,263.5,2.3
26/10/2019 00:00,21.44,30.63,12.84,3.7,0.1,167,1.89,0.69,33.61,58.72,16.63,0.0,0.7,1.7,4.0,263.5,263.5,2.6
25/10/2019 00:00,17.51,29.22,6.44,3.5,-4.5,173,1.4,0.06,48.65,94.08,12.5,0.0,0.5,1.4,3.7,263.5,263.5,2.2
24/10/2019 00:00,12.61,20.72,6.03,7.2,5.3,176,0.5,0.0,73.53,99.11,38.3,0.0,0.5,1.6,3.9,263.5,263.5,2.0
23/10/2019 00:00,11.34,16.87,7.77,8.3,5.9,101,0.25,0.0,83.38,99.28,54.49,4.6,0.9,3.0,5.4,263.5,263.5,1.4
22/10/2019 00:00,9.85,15.96,7.72,8.7,7.2,79,0.09,0.0,93.94,99.3,58.67,9.4,0.9,3.6,7.5,263.5,263.5,1.2
21/10/2019 00:00,13.48,17.21,10.77,10.4,7.0,79,0.28,0.0,83.74,99.28,57.01,7.0,0.3,1.5,3.0,263.5,263.5,1.2
20/10/2019 00:00,12.96,16.08,10.13,11.3,8.9,41,0.14,0.01,90.51,99.28,68.21,2.4,0.4,2.1,4.1,263.5,263.5,0.9
19/10/2019 00:00,16.31,25.22,7.94,8.7,4.0,153,0.81,0.01,65.4,99.22,28.34,0.0,0.5,1.9,4.1,263.5,263.5,2.1
18/10/2019 00:00,15.89,25.45,6.75,7.6,4.8,171,0.87,0.07,62.37,92.44,34.73,0.0,0.5,1.6,3.4,263.5,263.5,2.2
17/10/2019 00:00,15.25,23.72,6.25,7.7,4.8,175,0.77,0.06,64.96,93.43,35.56,0.0,0.5,1.9,4.5,263.5,263.5,2.2
16/10/2019 00:00,15.26,24.2,6.4,7.7,5.4,177,0.78,0.03,64.89,97.0,35.56,0.0,0.6,1.9,4.7,263.5,263.5,2.3
15/10/2019 00:00,16.92,23.36,11.08,11.4,6.1,170,0.6,0.01,74.51,99.29,33.97,0.2,0.6,2.0,4.2,263.5,263.5,2.3
14/10/2019 00:00,19.68,25.45,14.95,12.9,5.9,172,0.8,0.01,68.8,99.23,29.38,0.8,1.2,3.2,8.0,263.5,263.5,2.9
13/10/2019 00:00,23.43,33.89,13.57,7.4,3.7,173,2.07,0.24,42.31,85.81,16.11,0.0,0.5,1.9,4.6,263.5,263.5,2.8
12/10/2019 00:00,21.51,29.52,14.15,11.9,8.2,174,1.23,0.21,56.63,89.1,30.52,0.0,0.6,2.4,4.8,263.5,263.5,2.7
11/10/2019 00:00,21.91,31.18,14.2,10.4,7.8,134,1.47,0.45,50.66,71.88,27.04,0.0,0.5,1.9,4.6,263.5,263.5,2.4
10/10/2019 00:00,21.67,32.17,11.68,8.3,5.3,147,1.66,0.43,46.29,70.12,19.46,0.0,0.4,1.6,3.6,263.5,263.5,2.4
09/10/2019 00:00,21.47,31.76,10.5,7.7,3.0,179,1.7,0.42,45.3,77.09,19.04,0.0,0.4,1.8,4.1,263.5,263.5,2.6
08/10/2019 00:00,22.35,33.86,9.8,2.9,-2.2,195,2.23,0.6,33.01,64.11,10.34,0.0,0.5,1.7,4.8,263.5,263.5,2.8
07/10/2019 00:00,20.82,32.76,11.0,5.2,-2.7,203,1.81,0.27,42.4,78.67,10.47,0.0,0.5,1.7,3.9,263.5,263.5,3.0
06/10/2019 00:00,19.82,31.17,9.94,10.6,2.4,198,1.22,0.0,62.61,99.27,16.12,0.0,0.6,1.9,4.2,263.5,263.5,3.0
05/10/2019 00:00,19.29,29.37,8.87,7.7,3.1,200,1.35,0.25,51.9,84.96,21.96,0.0,0.5,2.0,5.3,263.5,263.5,2.8
04/10/2019 00:00,18.81,30.41,7.26,6.2,0.3,204,1.43,0.23,50.13,82.53,15.61,0.0,0.5,1.9,3.5,263.5,263.5,2.8
03/10/2019 00:00,18.3,27.87,11.26,11.3,0.4,178,0.83,0.01,70.52,99.26,17.37,0.0,0.3,1.5,3.1,263.5,263.5,2.5
02/10/2019 00:00,18.83,28.68,10.02,11.0,7.3,207,0.97,0.09,65.09,93.55,30.35,0.0,0.7,2.9,5.9,263.5,263.5,3.1
01/10/2019 00:00,23.85,31.55,15.43,5.5,-1.4,202,2.12,0.43,33.95,75.36,13.7,0.0,0.9,2.4,5.0,263.5,263.5,3.6
30/09/2019 00:00,26.55,38.83,13.96,2.9,-0.8,190,3.1,0.68,27.03,58.16,8.61,0.0,0.2,1.7,5.1,263.5,263.5,2.6
29/09/2019 00:00,23.73,33.8,15.13,8.8,3.9,206,1.98,0.71,41.23,60.15,21.79,0.0,0.5,2.3,4.9,263.5,263.5,3.3
28/09/2019 00:00,25.23,36.76,14.09,6.7,1.2,206,2.56,0.6,36.58,64.2,11.08,0.0,0.4,2.3,4.5,263.5,263.5,3.3
27/09/2019 00:00,23.17,33.37,13.36,10.3,7.7,206,1.79,0.39,48.36,74.14,24.57,0.0,0.4,2.0,4.6,263.5,263.5,3.1
26/09/2019 00:00,23.25,34.0,12.61,11.6,9.5,208,1.71,0.23,53.15,85.14,24.88,0.0,0.5,1.9,4.0,263.5,263.5,3.4
25/09/2019 00:00,22.0,32.23,11.78,9.1,1.5,216,1.63,0.28,50.85,82.64,15.45,0.0,0.6,2.0,4.2,263.5,263.5,3.4
24/09/2019 00:00,21.99,32.47,12.11,11.2,8.1,218,1.5,0.27,54.79,80.67,25.88,0.0,0.5,1.6,4.1,263.5,263.5,3.4
23/09/2019 00:00,20.63,29.97,12.45,12.9,9.9,214,1.07,0.02,65.4,98.15,37.46,0.0,0.6,1.9,5.6,263.5,263.5,3.3
22/09/2019 00:00,20.26,28.29,12.73,12.5,9.5,216,0.99,0.21,64.18,87.93,35.93,0.0,0.7,3.4,7.5,263.5,263.5,3.3
21/09/2019 00:00,21.04,29.13,13.78,12.8,10.8,166,1.12,0.12,63.33,92.8,32.85,0.0,0.5,1.8,3.8,263.5,263.5,2.8
20/09/2019 00:00,18.97,23.87,12.7,13.5,11.2,125,0.68,0.12,72.42,91.94,51.81,0.0,0.4,1.7,3.0,263.5,263.5,2.1
19/09/2019 00:00,20.87,30.41,11.56,12.7,10.0,220,1.15,0.09,64.08,93.21,34.94,0.0,0.6,1.8,4.9,263.5,263.5,3.4
18/09/2019 00:00,20.54,28.68,14.75,14.2,12.4,210,0.86,0.09,70.27,94.68,42.01,0.0,0.7,2.5,4.5,263.5,263.5,3.3
17/09/2019 00:00,23.35,30.75,16.23,12.2,10.2,217,1.52,0.39,51.63,79.84,33.78,0.0,0.7,2.5,6.2,263.5,263.5,3.7
16/09/2019 00:00,21.84,31.83,11.32,12.2,9.8,233,1.38,0.08,60.3,94.38,29.47,0.0,0.6,2.0,4.9,263.5,263.5,3.6
15/09/2019 00:00,20.81,30.1,12.18,12.8,9.4,232,1.11,0.01,65.7,99.22,29.08,0.0,0.6,2.5,5.3,263.5,263.5,3.6
14/09/2019 00:00,21.85,31.04,13.21,8.5,5.6,232,1.63,0.38,46.11,79.84,22.59,0.0,0.5,2.1,4.6,263.5,263.5,3.6
13/09/2019 00:00,21.29,29.84,12.07,7.9,6.1,238,1.59,0.35,45.82,74.94,24.28,0.0,0.8,2.1,4.8,263.5,263.5,3.9
12/09/2019 00:00,18.3,26.8,10.69,7.8,5.2,194,1.12,0.14,54.57,88.84,26.74,0.0,1.1,3.4,5.8,263.5,263.5,3.4
11/09/2019 00:00,18.58,26.04,10.07,9.6,2.2,238,0.99,0.01,63.19,99.22,21.78,0.0,0.8,2.2,5.8,263.5,263.5,3.6
10/09/2019 00:00,20.27,27.54,13.86,12.2,10.1,219,1.02,0.24,63.03,85.21,35.74,0.0,1.3,3.7,7.1,263.5,263.5,3.9
09/09/2019 00:00,22.29,31.34,12.91,12.4,9.1,237,1.4,0.16,58.28,89.2,26.69,0.0,0.8,2.9,5.5,263.5,263.5,4.0
08/09/2019 00:00,21.15,27.43,15.93,15.1,12.8,188,0.84,0.12,70.47,93.2,45.64,0.2,0.6,2.7,5.5,263.5,263.5,3.1
07/09/2019 00:00,23.06,29.91,18.62,15.5,12.2,125,1.07,0.26,64.59,88.26,38.86,0.0,0.7,3.5,9.0,263.5,263.5,2.7
